content,label
Hello admin Facebook saya mau bertanya skarang Klo buka FB ngak bisa langsung terbuka ya sll ada logo FB dulu spt loading itu dr FB nya atau bagaimana trus saya minta tolong u lbh safety dlm mengelola akun yg ada di FB u menghindari hal2 yg tidak diinginkan terimakasih u semua fitur di FB canggih banget deh pokonya sukses sll u FB,anticipation
Terima kasih kepercayan anda terhadap saya dn saya berjanji berita yg tidak senonoh dn tidak baik dn tidak baik di contoh saya akan memblokir atas hukum yg berlaku,trust
"Ya semoga fb menjamin kerahasian akun kita, juga kita semua agar bisa saling memaklumi.",trust
Hallo ...Admin Facebook ... saya minta Tolong ... di profile inbox saya ... ada yang bisa kasih profile orang itu ... saya sudah hapus pertemanan dengannya ...tapi itu tetap ada ... tolong dihapus gambar orang tersebut ...ada 2 ...warna Orange dan biru ... terima kasih ...,sadness
"Jangan jadikan fb sbg media yg negatif dan tidak produktif. Mari saling jaga agar fb menjadi media yang aman, nyaman, menyenangkan dan bermanfaat. Salam.",joy
"Admin facebook, saya mau minta tolong bagaimana cara mengambil kembali akun yang di bajak orang yang tidak bertanggung jawab",sadness
"Apakah facebook saya bisa di perbaiki,,,,, saya belum verifikasi nomor hp saya jadi saya tidak bisa mengakses facebook saya",anticipation
Facebook tidak akan mengembalikan facebook yang di laporkan dan tidak bisa di buka walaupun sudah ngasih bukti sebanyak apapun :D,trust
"Pak admi, mau tanya\n\nIni akun fb saya kok jadi dua yaa? \nIni yg saya pakai bukan akun saya, akun saya tidak bisa di buka",fear
"Admin mohon bantuannya, kenapa Nomor Facebook saya tidak bisa dihapus ? Padahal udah di ganti sama yg baru , karena Nomor yg dulu sudah tidak aktif...",fear
"Kok timeline gw error ya,loading trs padahal koneksi lancar",sadness
"Kami mendapatkan laporan mengenai informasi yang beredar dimana dikatakan bahwa Facebook akan menjadi layanan berbayar, dan salah satu cara untuk bisa terus menggunakan Facebook secara gratis adalah dengan menyebarkan pesan berantai. Dengan ini kami sampaikan bahwa informasi tersebut tidak benar.  \n\nSeperti yang telah kami sampaikan di Pusat Bantuan Facebook, \Facebook merupakan situs gratis dan tidak akan pernah mewajibkan Anda untuk membayar agar bisa menggunakan Facebook.\ \n\nInformasi lebih lanjut: Snopes telah melaporkan bahwa berita hoax ini telah beredar sejak tahun 2009: Anda ingin melaporkan berita hoax? Kami dapat membantu Anda di facebook.com/report",anticipation
Terimakasih facebook ...ya pesan berantai seperti itu banyak aku terima untuk mengirimkan balik pesan berantai itu...tetapi dengan adanya klarifikasi yang resmi dari team facebook saya saya jadi mengerti itu berita hoak...terimakasih facebook,trust
Di inbox w banyak min....\n Biasa pada kbanyakan makan micin jadi  bgitu berita hoax di percyaa\n Kalo w sih nunggu info valid kya bgini \nKan jadi nya tenang dan aman,joy
"Min tlg dong di respon keluhan saya, aku udh berulang kali kirim laporan tentang permasalahan ini tp ko ga ada respon sm skali, udh brp bln ini aku tidak bs siaran langsung di sini lantaran di block, kan nyebelin aku nya jd ga bs nge vlog moment2 yg seru utk di share atau posting, tlg dong secepatnya di respon keluhan ku ini ☹",sadness
itu yg nyebarin isu bgitu dan bikin resah masyarakat mdh2an dberi hidayah oleh allah swt..mgkin mreka tdk mgerti dgn ap yg mreka lakukan bs membuat kekacauan di masyarakt luas..,joy
"Terima Kasih ,Facebook for Developers,atas Pesan(konfimatif) ini.Kami (dan Teman-Teman )menjadi lega,setelah sempat mengalami gelisah di hati akibat Pesan Berantai yang ternyata hoax ..Semoga Facebook semakin di hati.Terima Kasih Ivy.",joy
Tp kenapa saya tidak dapat mengirim foto atau menggunggah foto..tolong penjelasan,sadness
"Bagaimana caranya menutup akun yang udh berpura pura menjadi kita, trima kasih",anticipation
"Hai Facebook ... saya minta tolong ada keluhan sedikit, sudah 2 hari ini di beranda saya isinya semua kabar berita terkini dan terpopuler efeknya saya tidak dapat melihat postingan dari teman teman jadi bagaimana agar berita berita tersebut tidak muncul lagi di beranda saya, TERIMAKASIH .",anticipation
"Hi, FACEBOOK? Saya minta Tolong Facebook teman saya kembalikan lagi, kenapa seuenaknya saja main Nonaktifkan akun Orang, kalau emang hobby nya kayak gitu sudah FACEBOOK di Tutup saja?",disgust
"Terima kasih Facebook , ini sangat membantu.. \nBanyak sekali pesan seperti ini masuk di messenger saya..",joy
Saya suka sekali dengan ada nya facebook saya jadi banyak teman walau cuma dunia maya tapi bisa terhibur terimakasih facebook semoga sukses selalu aminn,trust
"Trimakasih atas infonya ya facebook,,,mudah2hn gk ada lagi berita hoax tentang facebook,agar masyarakat yg menggunakn facebook lebih nyaman,gk di resahkn brita hoax,,,",trust
"iya,saya kena hubungan disuruh bayar biayanya sebesar Rp345.000,- saya lupa nomernya maaf ya.. memang saat hp baru saya sangkut dengan biaya disetelan google hp,itu benar? bisa berhubungan dengan kamu?",anticipation
Saya pun sudah tau kalo itu hoax. .setiap ada pesan atau chatt berantai kek gtu selalu saya ambaikan. .\nTerima kasih informasinya facebook,sadness
Sekarang saya sudah mulai bisa memilah dan memilih untuk di sahare. Biar gak asal sahare tentang berita hoack.,fear
"Min tadi di fb saya ada notif,kaya yg kalo data nya bocor kan nnti ada notif masuk,trus harus gimana tuh? Respon pliss",sadness
"Kenapa akun fb pribadi saya yg lama dinonaktifkan lagi, padahal ada orang yang melaporkan atas penuduhan akun palsu. Padahal akun pribadi saya asli, tolong diaktifkan kembali akun fb saya admin",joy
"FACEBOOK TOLONG BANTU SAYA.. Akun teman saya dibajak, oleh orang yang gak bertanggung jawab. Mohon akun Nisa Lisaboli di nonaktifkan. Nama pengguna @nisalisaboli(queenkalylatapa) tolong ya min fb. Please",anticipation
"FACEBOOK TOLONG BANTU SAYA.. Akun saya dibajak, oleh orang yang gak bertanggung jawab. Mohon akun Sulthan Subakti di nonaktifkan. Nama pengguna sulth0n2",anger
"Ko fb saya yg satunya lagi gk ada yh.?? Pdhl udah di coba pencarian juga,. Tolong bantuan nya..",fear
"Saya mau minta tolong, akun facebook saya lizza tidak bisa di buka & tiba-tiba foto profilnya ganti sendiri. Fotonya orang yang saya gak kenal, saya takut kalo itu di hack oleh orang yang gk bertanggung jwb.. Mohon bantuannya untuk dinonaktifkan saja akun facebook lizza",fear
Assalamualaikum..\n   Saya punya akun Rendi Andani pas mau saya buka sandi sudah benar tapi kenapa ya selalu \HARAP COBA LAGI\ mohon bantuan nya!dan sandinya juga tidak saya ganti,fear
Facebook.... kenapa ya facebook aku gak bisa diganti nama. Padahal dari awal bikin facebook sampe sekarang belom pernah ganti nama facebook.,fear
"Gimana biaa, saya lapor orang post gambat yg ada unsur nudenya dan memperlihatkab alat kelamin, pas saya report \katanya tidak melanggar\",anger
"Dear : Facebook   Saya rasa ini demi kebaikan bangsa dan demi masa depan anak indonesia . Dear facebook saya harap mulai skrng facebook hrs lebih tegas lagi saya harap anak indonesia di bawah 13 tahun ke bawah tdk boleh punya akun facebook , saya lihat banyak anak2 yg msh blm cukup umur mempunyai akun facebook , saya merasa anak di bawah umur segitu hrsnya belajar bkan nya pacaran saya melihat gara2 fb anak2 SD ketemu di facebook trus pacaran kan tdk seharusnya . saya mohon kepada mark / operator facebook di indonesia supaya tdk mempermudah dlm proses pendaptaran , tolong di kaji lagi pokok nya anak di bawah 13 tahun ke bawah tdk boleh berhasil mendaptr fb , ini demi kebaikan bangsa karna blm wktnya anak di bawah usia segitu mengetahui dunia luar . Saya melihat postingan2 anak di bawah usia segitu malah sangat memprihatinkan",sadness
Haloo facebook mw tanya nih gmna ya caranya menghapus seluruh pesan tanpa harus klik 1 per 1..,anticipation
Terima kasih..\nBagus koc.\nFb lite ne blum da live y buat dong,joy
Terima kasih biar tambah pengetahuan dari ibu Susi yg nyentrik banget.,joy
terima kasih untuk keamanan akun fb saya,trust
Bagaimana cara menonaktifkan akun lama saya?saya takut disalah gunakan oleh pihak lain.dan saya juga lupa kata sandinya???apa yg harus saya lakukan?saya memiliki 3 akun lama yg tidak pernah saya pakai lagi.,sadness
Klw account fb mau aman. Simpel. Pasang nomer always on. Tmbhn masukan gmail akun. Isi biodata lengkap.,joy
Min. Kalau saya bantu teman saya karena akunnya di ambil sama orang lain. Aku masuk ke \Bantu (Nama orang)\ terus aku masuk ke \Menurut saya orang lain menggunakan akunnya\. Terus apa yang punya akunnya itu bisa kembali ke pemiliknya?,anticipation
"halo, bagaimana kelanjutan soal data di fb yang di\curi\ ? saya khawatir dari pihak menkominfo benar2 akan melangsungkan ancamannya lusa nanti. saya cari duit dari fanpage facebook sudah lumayan lama. tlong segera diatasi. bisa2 bener di blokir permanen  seperti yang terjadi di cina. sayangilah pengguna kalian di indonesia ini Facebook~ jangan terus2an ada masalah. omg",sadness
"Kenapa Akun saya ini mendadak muncul pemberitahuan lama terus menerus, dan pemberitahuan baru tidak muncul?",anticipation
Kenapa ya saya tdk mndapat kn kode konfirmasi dan kalau saya buka fb dan msk k akun lain fb itu jadi susah di buka lagi,anticipation
Selamat Pagi..\nMohon maaf Kami tidak menjalankan sistem Franchise untuk saat ini dan kedepan \nTerima kasih,sadness
halo resto hisana fried chicken bagaimana cara melamar di tempat anda dan lowongan apa yg tersedia di tempat anda,anticipation
"Yuk, tunjukkan rasa peduli dan jauhkan kepentingan sendiri. Hidup Positif Bersama Levi’s®.\n\n#LiveInLevis",joy
"Yuk, buang dendam sebarkan maaf. \nCiptakan kawan bukan lawan.\nUbah benci jadi cinta. \nTunjukkan peduli jauhkan kepentingan sendiri.\nHidup Positif Bersama Levi’s®.\n\n#LiveInLevis",trust
Ada spaghetti bolognese nggak?,anticipation
Segenap Management Domino's Pizza Indonesia Mengucapkan Selamat menunaikan Ibadah Puasa #ramadhan #puasa,joy
Surabaya dooonggggg,joy
Selamat kepada pemenang misi kedua kompetisi foto #BeautyGreenTea #MyHydrationTip!\n\nBerikut adalah 3 pemenang beruntung yang berhak mendapatkan rangkaian produk Green Tea innisfree terbaru.,joy
"Pekan lalu innisfree indonesia merayakan 1st anniversary dan menghadirkan #BeautyGreenTea Hydration Station di Central Park Mall Jakarta. Acara ini diramaikan dengan berbagai kegiatan seperti Beauty Class, Workshops, Anniversary Brunch, bahkan nonton bioskop bersama! Ingin mengikuti kegiatan seperti ini? Yuk, daftar menjadi member innisfree Indonesia dan nantikan informasi menarik lainnya di sosial media kami.",anticipation
sekelas richees karyawannya mash ada yg bilang produknya habis. niatnya mau beli combo duo fire chicken tapi di bilang habis. padahal 24jam. jadi beli yg lain. kecewa.,sadness
DI DAERAH CILEDUK ADA GAK YA? Mohon infoooo,anticipation
"Sekarang baluran saus sambalnya tidak merata , merasa kecewa dengan  pelayanan seperti ini .\nApakah seperti ini selalu??\n#tangcitytangerang",sadness
Mantaaap,trust
Ikhlas Menemukan Keberkahan\n\n“Sedekah tidaklah mengurangi harta.”\n(HR. Muslim 2558),joy
Hal Baik bermulai dari perbaikan Ibadah\n.\nPembagian Makanan Buka Puasa\n.\n#StreetFood #KulinerJakarta #KulinerBekasi #HisanaFriedChicken #FriedChicken #FriedChickenIndonesia #AyamGorengCrispy #AyamGoreng #MakananPinggiran #JajananJakarta #JajananBekasi #CemilanEnak #SpicyChicken #KejuPedas #KulitAyam #AyamCrispy #KentangGoreng #FrenchFries #KentangGorengTepung #SausKeju #PisangNugget #KulitAyam #AyamCrispy #AyamSambalGeprek #AyamGeprekHisana #AyamPedas #AyamGeprek #RamadhanMubarak,joy
Ingin mencoba mengatasi jerawat tanpa perlu khawatir kulit rentan teriritasi karena sensitif? Coba atasi dengan Azelaic Acid!,anticipation
"Terlambat memulai karier, bukan berarti tidak ada kesempatan untuk sukses. Ini tips yang bisa kamu lakukan untuk menunjang kariermu!",trust
"Mantap, sukses selalu walhi sumbar",joy
"Wah sudah mau masuk ramadhan minggu ke-tiga loh! Apakah kalian tetap menghijaukan hati di bulan yang suci ini? \n\nBiar puasa kamu semakin berkah, A&W akan membagikan Jadwal Imsakiyah dan Berbuka untuk minggu depan ya. \n\nJangan lupa lengkapi keberkahan puasa kamu bersama paket #BedugBerkahAW",joy
Hemmm yammi...,joy
Kampus ku yg keren,joy
slamat ya... nif.... makin sukses dehc,joy
"Mahasiswa UNDIP Ciptakan Pelapis Anti Kotor dari Limbah Silika Geotermal Dieng\n\nKelembaban udara relatif di Indonesia rata-rata 80-95%. Kondisi tersebut mampu mengubah karakteristik material seperti bambu, besi, dan kaca. Kandungan uap air pada udara menyebabkan korosi di  bahan logam. Sementara pada kaca akan terjadi pengembunan dan tumbuhnya berbagai jamur, maupun bakteri yang mengakibatkan gangguan dalam penggunaannya. Sedangkan pada bambu, akan mengalami pelapukan secara cepat sehingga menurunkan kekuatan dari bambu tersebut",anticipation
di Undip ini sptnya sudah berkembang bibit radikal....coba BIN selidiki kampus ini... dosen nya saja sudah menyebarkan paham2 radikal!!! hati2 dgn kampus ini,anger
"Melalui “Dengan Buku Aku Tahu” UPT Perpustakaan Bagi Souvenir\n\nTahun 2002 dengan menteri Pendidikan Abdul Malik Fadjar pada waktu itu telah menetapkan Hari Buku Nasional pada tanggal 17 Mei yang disamakan dengan tanggal berdirinya Perpustakaan Nasional Republik Indonesia tanggal 17 Mei 1980.  Seperti diketahui bahwa berbicara tentang buku pasti dikaitkan dengan minat baca masyarakat . Data tahun lalu dari studi Most Littered Nation in the World yang pernah dirilis Central Connecticut State University, dinyatakan bahwa minat baca masyarakat Indonesia ada pada ke-60 dari 61 negara. Sehingga berbagai upaya perlu dilakukan untuk menaikkan peringkat tersebut.",sadness
"Menjalani puasa sambil tetap beraktivitas memang bukan hal mudah, tapi kamu bisa melakukan berbagai trik agar puasa tidak mengurangi produktivitas selama bekerja. Simak di artikel berikut!",joy
"Kulit wajahmu mudah berminyak? Sebaiknya, gunakan produk makeup non comedogenic agar mendapat hasil riasan yang maksimal. Intip rekomendasi produknya di sini!",trust
"Beda generasi, beda juga karakternya. Ternyata ada beberapa kebiasaan yang membuat kaum millennial terlihat kurang profesional, lho. Simak di artikel ini ya!",anticipation
"#BeautyFunFact Dalam peradaban Mesir kuno, parfum digunakan pula sebagai obat. Contohnya, Kyphi, salah 1 parfum Mesir yang paling terkenal, juga merupakan minuman untuk menyembuhkan penyakit paru-paru, usus, dan ginjal. #ScentOfProvenceOnlineExclusiveGift",trust
Apakah kulit tumit Anda pecah-pecah? Pernahkah Anda mengalami nyeri pada kaki? Apakah Anda merasa kurang percaya diri dengan penampilan kaki Anda?\n.\nTemukan tips untuk merawat kaki Anda sekarang: #BeautyTips,anticipation
"Gratis asuransi perlindungan kecelakaan, Privilage Care dari MNC Play didukung oleh MNC Life untuk para pelanggannya",anticipation
Bukan seberapa banyak orang menghasilkan uang. Melainkan seberapa banyak uang itu disimpan dan diinvestasikan untuk masa depan Anda.\n#MNCLifeQuotes,trust
"Hati-hati, dengan penipuan yang mengatasnamakan MNC Group ya, Sobat MNC Life",anticipation
Pastikan perjalanan liburan Anda aman dan menyenangkan dengan proteksi dari Asuransi Hario Siaga. Dapatkan di evoucher.mnclife.com,anticipation
"Penyakit jantung merupakan penyakit berbahaya yang dapat datang kapan saja dan menyerang siapapun. Hal ini disebabkan karena kurangnya olahraga dan pola makan yang tidak sehat. \n\nTapi, penyakit jantung dapat dicegah dengan melakukan kebiasaan-kebiasaan ini nih\n\n#MNCLifeTip",anticipation
Nasabah Bank Mandiri ketar-ketir setelah merebak isu terkait pembobolan rekening miliknya. Nasabah mengaku tak hanya jutaan tapi puluhan juta uang di rekeningnya raib tiba-tiba. Bahkan pihak bank tanpa permintaan nasabah langsung memblokir rekening.,fear
Nasabah Bank Mandiri ketar-ketir setelah merebak isu terkait pembobolan rekening miliknya. Nasabah mengaku tak hanya jutaan tapi puluhan juta uang di rekeningnya raib tiba-tiba. Bahkan pihak bank tanpa permintaan nasabah langsung memblokir rekening.,fear
Nasabah Bank Mandiri ketar-ketir setelah merebak isu terkait pembobolan rekening miliknya. Nasabah mengaku tak hanya jutaan tapi puluhan juta uang di rekeningnya raib tiba-tiba. Bahkan pihak bank tanpa permintaan nasabah langsung memblokir rekening.,fear
halo texas chicken mengapa jasa delivery anda sekarang tidak ada,sadness
Ayam gulai Texas lezat crunchy,joy
Segeraaaa meluncur... :D,trust
"Perih,\nSedih,\nItu yang kami rasakan\nKetika kami tidak dirindukan orang yang kami cintai\nKetika kami ditinggalkan orang yang kami cintai\n\nSedangkan Rasul, yang begitu ikhlas mencintai umatnya\nSering kami lalai untuk sekedar mengucapkan salam..\n\nTidaklah kami mengenal Islam \nTidaklah Quran sampai kepada kami\nTidaklah masjid berdiri di sana sini\nTidaklah sajadah terbentang\nTidaklah hijab ini bisa kami pertahankan\nTidaklah Idul Fitri bisa kami rayakan dengan sanak saudara\nKecuali atas jerih payah dan perjuangan Rasulullah\n\nSeandainya hari ini Rasulullah ada di tengah2 kami\nKami yakin dengan gagahnya beliau akan berdiri terdepan\nMembela kami kaum muslimin\nMelindungi kami kaum muslimin\n\nYa Arhamar Rohimin \nSampaikan salam kami kepada Rasulullah\nKami rindu padanya.",trust
Mbk apa bener rabbani mau tutup?,anticipation
"Hijrah. Bukan tentang seseorang yang berubah lalu menjadi malaikat. Hijrah adalah tentang seorang hamba yang ingin taat.\n\nHijrah adalah tentang bagaimana merangkak, berjalan lalu akhirnya berlari menuju ridhaNya. Bukan seberapa cepat, tapi seberapa kuat ia bertahan.\n\nSekali lagi, hijrah itu proses. Bagaimana kita bisa menuju puncak jika kita tak mendaki? Begitu pula, bagaimana kita bisa berjilbab sesuai syariat kalau kita tak memulai?\n\nHijrahlah dan kau akan mengerti. Bagaimana sulitnya istiqomah setelahnya.\n\nSemoga Allah akhirnya mempermudah jalanku dan juga jalanmu.",trust
"Melalui denim jacket, kamu dapat mengembangkannya dalam berbagai macam gaya. Klik untuk inspirasimu!\n.\nYouTube Channel: Lee Cooper \n.\n#leecooperindo\n#since1908",trust
Stop kekerasan,anger
Arogansi aparat hukum harus dihentikan..... !!!,anger
Kapitalis sdh smkin mraja lela d tanah sumba yg sdh ingin mengambil ahli bagian stiap pesisir pantai \n Dimna yg katanya aparat mngayumi masyarakat dngan baik ini malah meregang nyawa msyaraktnya sendri,sadness
Harus di usut tuntas.,anger
bisa kitimkn data kasus tersebut. ksihan warga yg mnderita kasiant.,sadness
Keluarga besar WALHI mengucapkan Selamat Natal dan Tahun Baru 2018,joy
"Natal yang penuh limpahan berkah dan cinta selayaknya memberikan inspirasi nyata bagi perbaikan keadaan lingkungan, kondisi rakyat... Tiada pengorbanan yang sia-sia, Tiada perjuangan mewujudkan tatanan sosial ekonomi budaya dan lingkungan yang lebih baik yang sia - sia\n\nEksekutif Daerah WALHI KALIMANTAN TENGAH mengucapkan Selamat Hari Natal 2017\\n\n\Bangkitkan, Organisasikan dan Mobilisasikan masyarakat untuk Kehidupan dan Lingkungan yang lebih baik\",joy
#enaknyasehat,joy
Grand Keisha Hotel Yogya (4*) Manage By Horison\nJl Affandi No 9 Yogyakarta\n\n166 Deluxe Room (29m2)\n9  Junior Suite Room (40 m2)\n2 Executive Suite ( 45 m2)\n7 Meeting Room up to 80 Pax\n4 Small Meeting Room \n1 Ballroom  230 Pax Classroom\nSwimming Pool\nSpa\nFitnes Centre\nLobby Lounge\nRestaurant\nSky Lounge\n\nGet Special Promo for Room and Meeting Package Periode In JULY 2017\n\nReservation and Information please contact me\n\nRegards\nEdwin\nDirector Of Sales & Marketing\ndosm.grandkeisha@horisonhotels.com\n081991071355/081364607533,anticipation
Asslkm WR.WB.\nSaya lagi nyari hotel yg mw di jual di wilayah kota Bogor Dan puncak..klo ada info tolong hub.saya,anticipation
"Gratis asuransi perlindungan kecelakaan, Privilage Care dari MNC Play didukung oleh MNC Life untuk para pelanggannya",anticipation
Tidak susah mengidentifikasi penyakit dalam tubuh. Anda hanya perlu peka terhadap beberapa tanda-tanda yang muncul di tubuh Anda.\nBerikut diantaranya... goo.gl/oyvtGH\n#MNCLifeTip,anticipation
Mau Mudik Aman dan Nyaman ? yuu pastikan seluruh angota peserta mudik telah di lindungi Asuransi Kecelakaan Hario Siaga dan dapatkan gratis tauangan Streaming 3 bulan di MNC Now,trust
Boleh nih coconut cheese nya....,joy
"sudah saatnya buka cabang di kota Kudus,utk perwakilan wilayah pantura timur jateng ; demak,jepara,grobogan,pati,rembang,blora.pasti ramai.aplgi letak kota Kudus sangat strategis,skaligus metropolitane pantura timur jateng.",trust
"Assalamu alaikum Wr. Wb.Saya sangat berterima kasih Dengan Ki Margono berkat bantuan beliau kini saya sudah buka toko Mini Market dan Bangun kontrakan di Kota Semarang. alhamdulillah ya allah terima kasih banyak aki.berkat bantuan ki margono lah kini Kehidupan saya jadi Membaik dan Menuju Kesuksesan seperti dulu lagi,Mulai dari mobil rumah dan fasilitas lain nya kini semuanya sudah saya miliki kembali,karna sebelumnya saya ditipu sama rekan bisnis lama,dan membawa kabur semua uang dan modal usaha saya,dan pada akhirnya saya pun harus  menanggung hutang ke pelanggan totalnya. 570 juta dan hutang di bank 300 juta.jadi total semuanya 870 juta , saya stress dan hampir bunuh diri,karna ditengah tagihan hutang yg menumpuk,demi kebutuhan makan sehari hari dan biaya sekolah anak anak,terpaksa saya jual nasi uduk keliling dan juga jualan lontong, apapun akan saya lakukan demi kebutuhan hidup,dan pada suatu hari saya bertemu dengan seorang sahabat teman sekolah dulu di sma, dan saya pun curhat kepadanya, Alhamdulillah teman saya memberikan saran,karna dulu dia juga pernah mengalami hal yg sama seperti saya,namun setelah bergabung dengan Ki Margono.PESUGIHAN PUTIH DARI GUNUNG KARANG.Kab.Pandeglang/Banten Kehidupan nya kini kembali membaik dan sudah sukses lagi, awalnya saya Kurang yakin karna saya tidak pernah berurusan dengan hal hal yg seperti ini, tapi selama satu minggu saya ikuti dan melihat langsung hasilnya, akhirnya pun saya langsung bergabung dan menghubungi Ki margono.Di WhatsApp.(+6282158241297)/Tlp.(082190724874),dan Semua petunjuk maupun arahan AKI saya laksanakan. hanya berselang 5 hari. Astagfirullah al azim. YA ALLAH... Alhamdulillah, akhirnya Uang Gaib 2 Milyar PESUGIHAN PUTIH/DANA GAIB yang saya minta benar benar ada di Depan mata saya,trima kasih ya allah kini semua hutang hutang saya lunasi dan sisanya saya pakai buat buka TOKO MINI MARKET dan BANGUN KONTRAKAN Di Kota Semarang.terima kasih Ki Margono Semoga allah membalas semua Kebaikan aki,dan saya tidak akan melupakan jasa AKI yg telah membantu saya.BUAT TEMAN TEMAN YANG LAGI KESUSAHAN EKONOMI,JIKA ANDA BUTUH BANTUAN,INSYA ALLAH YAKIN DAN PERCAYALAH,INI SAYA SUDAH BUKTIKAN SENDIRI DAN APABILA ANDA INGIN MENCOBA SEPERTI SAYA SILAHKAN Hub.Ki Margono.Di WhatsApp.(+6282158241297).Hp.(082190724874).Apalagi ini pesugihan dana gaib Ki Margono TANPA TUMBAL TANPA RESIKO BAGI DIRI ANDA MAUPUN KELUARGA ANDA,INSYA ALLAH AMAN.\nAPABILA ANDA TERMASUK DALAM KATEGORI DI BAWAH.INILAH JENIS PESUGIHAN KI MARGONO..!!!\n\n1.DIKEJAR-KEJAR ORANG KARNA HUTANG/TERLILIT HUTANG\n\n2.PESUGIHAN TUYUL.\n\n3.PESUGIHAN PENGLARIS DAGANGAN\n\n4.PESUGIHAN JIN KHODAM\n\n5.PESUGIHAN DANA GHOIB TANPA TUMBAL/RESIKO\n\n6.PESUGIHAN MENAKLUKKAN LAWAN JENIS.\n\n7.PESUGIHAN PUTIH.\n\n8.PESUGIHAN ANGKA TOGEL 2D-3D-4D. DIJAMIN TEMBUS 100%\n\n9.PESUGIHAN UANG BALIK\n\n10.SARANA KEKAYAAN DAN MEMPERLANCAR REZEKI ANDA\n\nDUNIA YG AKAN MEWUJUDKAN IMPIAN ANDA DALAM SEKEJAB DAN MENYELESAIKAN MASALAH PEREKONOMIAN ANDA DALAM WAKTU YANG SINGKAT,MUNGKIN TIDAK PERNAH TERPIKIRKAN DALAM HIDUP INI UNTUK MENGERJAKAN HAL HAL SEPERTI INI.KETIKA KEKUASAAN UANG DALAM GENGGAMAN,SEMUA BISA ANDA KENDALIKAN SESUAI KEINGINAN ANDA SENDIRI,SEMUA BISA DISELESAIKAN SECARA LOGIKA,TAPI AKANKAH LOGIKA SELALU BISA MENYELESAIKAN MASALAH ANDA?,YA..KETIKA KITA PUNYA UANG..SAYA PERCAYA ITU CUMA TINGGAL CERITA LALU,KETIKA ANDA MEMBACA KISAH SAYA INI, MUDAH MUDAHAN BERMANFAAT ,SAYA YAKIN ANDA SAAT INI ADALAH ORANG YANG KALAH DALAM PERSAINGAN.SEPERTI BISNIS/USAHA SUDAH BANGKRUT,HUTANG DIMANA MANA,HARTA PUN HABIS TERJUAL/DISITA.DAN RUMAH TANGGA ANDA BERANTAKAN.UNTUK ITU SAYA BERIKAN SOLUSI UNTUK ANDA.JANGAN  TAKUT GAGAL SEBELUM MENCOBA,JANGAN TAKUT JATUH SEBELUM MELANGKAH,KESUKSESAN MILIK ORG YG BERANI TUK MENCOBA.AKI ADA SITUS RESMI YG BISA ANDA KUNJUNGI UNTUK MELIHAT TESTIMONI MEMBER YG SUDAH DIBANTU OLEH KI MARGONO..SUDAH RATUSAN TKI/TKW YANG BERHASIL DAN TERBUKTI BANYAK ORANG YANG SUDAH SUKSES,TERMASUK SAYA SENDIRI.APALAGI YANG ANDA TUNGGU.silahkan hub.aki.Ini no.:WhatsApp.(+6282158241297).Hp.(082190724874).Dan Alamat.Jl.Gunung Karang,Kp.Baru.Ds.Kaduenggang.Kec.Cadasari.Kab.Pandeglang/Banten.\nINI NYATA DAN AKAN MENGUBAH NASIB ANDA,BUKAN MENYEBAR JANJI SEPERTI DUKUN LAIN,KI MARGONO DAPAT MEMBERIKAN SOLUSI BAGI ANDA YANG SAAT INI TENGAH MENGALAMI MASALAH EKONOMI,SEPERTI TERLILIT HUTANG SAMA ORANG/BANK,USAHA MULAI MACET.TAPI INSYA ALLAH SEMUA MASALAH ANDA ITU DAPAT DISELESAIKAN OLEH KI MARGONO.DAN BELIAU PUN SIAP MEMBANTU ANDA,INI PESUGIHAN PUTIH KI MARGONO DARI GUNUNG KARANG,TANPA TUMBAL dan TANPA RESIKO APAPUN BAGI DIRI ANDA MAUPUN KELUARGA ANDA,SELAMAT DUNIA AKHIRAT.INI PENGALAMAN PRIBADI SAYA SENDIRI,KI MARGONO TIDAK AKAN MENGECEWAKAN ANDA,TIDAK SEPERTI DUKUN LAIN NYA,CUMA BISA MENGHABISKAN UANG ANDA ,KALAU KI MARGONO MEMBERIKAN HASIL YANG MEMUASKAN.\nSILAHKAN BUKTIKAN SENDIRI.Ini adalah kesempatan terbaik untuk merubah nasib anda, INGAT!..Apa apa yg tidak mungkin,sering kali belum pernah di coba,jangan pernah menyerah,apapun rintangan tetap bertahan..badai akan berlalu & mentari akan bersinar, dan yakinlah,selalu ada hikmah disetiap kejadian!.Trima kasih",joy
jauh min ..ke Jakarta. .,sadness
"Zaman sekarang, dengan Instagram juga bisa menghasilkan uang.\n\nKamu mau usaha online tapi belum punya cukup modal? Coba, ajukan pinjaman di Tunaiku, aja! Bisa sampai 20 juta.",trust
Tunaiku apaan sy sdh ngajuin sdh lama ga ada jawaban mungkin ini bohongan ga percaya gue.,fear
percuma bro yg di pinjamin yg punya kartu kredit .klo g ada y g bisa sampai jari y kriting pencet pencet hp .g bakalan di trima .bro udh g usah pinjam di tunaiku g ada hasil y bohongin aj itu aplikasi dana cair 1 jam .proses mudah .giliran data masuk maaf pengajuan anda di tolak .aplikasi hoax php doang,disgust
Bohong tiap ngajuin selalu di tolak padahal data2 lengkap,anger
Denda keterlambtnny g nahan ...sehari cepe,sadness
Ko blm ada jwban,sadness
