username,full_text,topic,predicted_label,probability_emotion
GanSamsul,SAKSIKAN PERTANDINGAN PORTUGAL VS IRELAND LINK NONTON FULL ANTI TAKE DOWN SUARA JERNIH -&gt; https://t.co/MX9MXzMdrb #NOBAR #NONTONBOLA #PORTUGAL #CRZ #BOLAMALAMINI #RONALDO #TimnasDay #AnangPaes #AsianQualifiers #KitaGaruda #TimnasDay #TimnasIndonesiaMandiri https://t.co/3eJakIP9Br,3,Anger,0.25345391035079956
chimmy_9895,Serruu yaahh skrg banyaak cwe² yang up ttg #TimnasDay,1,Neutral,0.2820228636264801
UmarrrYoo,gimana indonesia mau maju kalau pejabatnya begini #timah #babel #kejagungarogan #kejagungoverbody #savebabel #timnasday #300t #ekonomibabel #tni #BUMN #Baktiuntuknegeri #kejagungri https://t.co/AfM3wxpwa6,9,Neutral,0.29118970036506653
UmarrrYoo,harus rombak besar-besaran nih kejagung #timah #babel #kejagungarogan #kejagungoverbody #savebabel #timnasday #300t #ekonomibabel #tni #BUMN #Baktiuntuknegeri #kejagungri https://t.co/pCGRxxsazu,9,Joy,0.2398935705423355
UmarrrYoo,yang jelas revisi UU kejagung #timah #babel #kejagungarogan #kejagungoverbody #savebabel #timnasday #300t #ekonomibabel #tni #BUMN #Baktiuntuknegeri #kejagungri https://t.co/WgjjFKN4k9,8,Neutral,0.279817134141922
walawe77577266,harus dibuka ini kejanggalan nya #timah #babel #kejagungarogan #kejagungoverbody #savebabel #timnasday #300t #ekonomibabel #tni #BUMN #Baktiuntuknegeri #kejagungri https://t.co/OF65CfIYNi,0,Neutral,0.6446595788002014
walawe77577266,kaya gak ada orang pinter lainnya aja di negeri ini #timah #babel #kejagungarogan #kejagungoverbody #savebabel #timnasday #300t #ekonomibabel #tni #BUMN #Baktiuntuknegeri #kejagungri https://t.co/Aasui8UbYZ,9,Anger,0.31485581398010254
walawe77577266,jelas bahaya negara ini kalau kejaksaannya begini #timah #babel #kejagungarogan #kejagungoverbody #savebabel #timnasday #300t #ekonomibabel #tni #BUMN #Baktiuntuknegeri #kejagungri https://t.co/oFvZlSRwQv,0,Anger,0.2835519313812256
skrmvnla_,INDONESIA FULL SENYUM MENYALA TIMNASKU #TimnasDay https://t.co/dfXKKBqc5U,0,Love,0.2636294662952423
bartpattern_,@hastoro @Lingocoins Aneh emang Panitia tuh #PSSI ngaco. malah Karaokean di saat #TimNasDay udah nungguin mau selebrasi.,1,Anger,0.24101410806179047
caraguruh_,Abis #TimnasDay tinggal nyeger #TimnasDay https://t.co/alkZM2IDf2,8,Joy,0.2597370445728302
MWRWahyuu,Assalamualaikum Piala Asia #TimnasDay https://t.co/W141VttqNq,1,Joy,0.258620023727417
Sunflieseilfnus,Terbayar sudah hari ini! love u cayang-cayang ku kalian semua hebat banget!!️‍️‍️‍ #TimnasDay https://t.co/vRih5GVr9J,0,Love,0.5460222959518433
Diiyouue30,masihh kuranggg ayoo lagiii indonesiaa #TimnasDay https://t.co/vATWwm1lOk,0,Joy,0.34008803963661194
Rizkiajahlaah,Tidur nyenyak hari ini. Timnas Putra dan Putri Menang 🇮🇩 #TimnasDay https://t.co/MCnfoLxVzk,1,Joy,0.2530134320259094
dompetaman,Malaysia Vietnam Thailand minggir. Level timnas gak cuman Asean lagi. Sudah terbiasa Asia minimal. #TimNasDay,1,Anger,0.2791195809841156
sunmorikuy_,gue nonton di tribun gue akuin tom haye smooth banget bawa bola nyaa. ngehindarin bola pindah ke kaki lawan. bener2 smooth banget woii #timnasday,9,Anger,0.3123132586479187
pulautoto88,Hasil Keluaran Angka NEWTON POOLS 12 Juni 2024 Result : 0593 Shio : MONYET Selamat Kepada Anda Yang Beruntung &amp; JP !! #PULAUTOTO #resultnewton #TimnasDay,0,Joy,0.5132338404655457
thisiseiden,Ngantuk banget tapi belum bisa move on daro #TimNasDay padahal besok ada meeting xixixi,0,Neutral,0.28896671533584595
lovadea_,Zion Kaos Polos Pria Cotton Combed 24s 33ribuan https://t.co/rHD1RtrRf9 #TimNasDay https://t.co/huaCMCGGAN,4,Neutral,0.24834296107292175
pulautoto88,Hasil Keluaran Angka KYOTO POOLS 12 Juni 2024 Result : 7099 Shio : HARIMAU Selamat Kepada Anda Yang Beruntung &amp; JP !! #PULAUTOTO #resultkyoto #TimnasDay,2,Joy,0.49074432253837585
lovadea_,Kaos Polos Pria Cotton Combed 30s 30ribuan https://t.co/XPAEXxD753 #TimNasDay https://t.co/3SQXKk0EA6,0,Neutral,0.3150803744792938
pulautoto88,Hasil Keluaran Angka KENTUCKY MIDDAY 12 Juni 2024 Result : 2825 Shio : NAGA Selamat Kepada Anda Yang Beruntung &amp; JP !! #PULAUTOTO #resultkentucky #TimnasDay,2,Joy,0.48658040165901184
pulautoto88,Hasil Keluaran Angka TOTO MACAU PAGI 12 Juni 2024 Result : 6941 Shio : TIKUS Selamat Kepada Anda Yang Beruntung &amp; JP !! #PULAUTOTO #resulttotomacau #TimnasDay,0,Joy,0.2682351768016815
adicabcde,assist by nathan goal by ridho. Good job boys! pov dr tribun atas tapi tetap menyala abangkuhhhh #TimnasDay https://t.co/sDQdKUQE6U,0,Love,0.20526690781116486
_oyemivoz,Keseruan hari iniii‍️ 🇮🇩 Indonesia 2 - 0 Filipina 🇵🇭 #TimnasDay #KitaGaruda https://t.co/8rcMtpWFIZ,0,Anger,0.22119775414466858
CibugelBoys,Nanya . Emang boleh ? #TimNasDay #garuda #indonesia https://t.co/NxJfc42Zj9,0,Love,0.23900055885314941
majo_lahraga,International Women Friendly Match: FT: Bahrain 🇧🇭 vs Indonesia 🇮🇩 0-3 Gol: 🇮🇩: Claudia Scheunemann '56 Zahra Muzdalifah '70 Citra Ramadhani '90+2 Semangat terus untuk skuad Garuda Pertiwi. : PSSI #FriendlyMatch #GarudaPertiwi #TimnasIndonesia #TimnasDay #SalamOlahraga https://t.co/qWiAp9k40s,0,Joy,0.7506565451622009
Dinxyx_20,Alhamdulillah malam kemenangan 🇮🇩 Terimakasih pemain timnas #TimnasDay,1,Joy,0.4791613519191742
14ant13,Ga bisa tidur .. masih menikmati moment. Indahnya malam ini #TimNasDay,1,Sad,0.22163595259189606
piexieby,@OPPOIndonesia Dukungan dari seluruh ultras dan masyarakat tak pernah kendor buat abangda timnas terima kasih juga udah kasih yang terbaik untuk usahanya tapi jangan berhenti sampai sini tetap lanjutkan mentalitas kalian semangaattt gass terus sampe PILDUN #TimnasDay,1,Joy,0.8842502236366272
occktyv,say thank you buat diri kalian sendiri yaa... #TimnasDay https://t.co/WdM0v2UHSA,0,Love,0.5973497033119202
janerubyjeen,Menyala Rizky Ridho #TimNasDay https://t.co/azC7NxjHnA,8,Love,0.2658253610134125
muhawowy,Goal Rizky Ridho mentahan no commentary #TimnasDay #JayIdzes #ThomHaye #RizkyRidho https://t.co/QwVrgwZ706,4,Joy,0.22295495867729187
DzakyWicaksono,Malam yang asyik. Kemenangan yang manis. 🇮🇩 #TimnasDay Nyetadion tercapek kayaknya kali ini sampe mau muntah. https://t.co/9cBjAxNoTV,0,Joy,0.41776859760284424
BongNal08,anang #TimNasDay #tanahairku,3,Joy,0.24209646880626678
Afzon_Dakka,@tdyprs Biar gak salah faham Jay itu ada kembarannya di Pondok Ranggon. Pindahan dari Kandang Sapi Kuningan Timur #SekedarMengingatkan #JasMerah #TimNasDay,1,Neutral,0.29051098227500916
Alfirafirara,MALEM INI SUPPEEEEER HAPPY! Been a long time ga nonton ke stadium langsung euphorianya gilaaaak dari gol pertama-kedua. DUHH CINTAAAKK Berikut beberapa dokumentasi malam ini di GBK: #TimnasDay 🇮🇩 https://t.co/WTA6R4Sm3I,0,Joy,0.30388569831848145
natureboystrut,TIMNAS LOLOS! GBK BERGEMURUH! Indonesia vs Filipina 2-0 FIFA World Cup Q... https://t.co/J720WTS2cv via @YouTube #TimnasDay,1,Anger,0.2570231854915619
Puspit52064Nita,Garuda Luar Biasa Merinding nyanyiin lagu ini bareng 64.000 orang lebih. #TimNasDay #kitagaruda https://t.co/1Z7ClvFmDw,0,Sad,0.3012407720088959
mimbarmerd1508,Tak Disorot Kamera TV Anang Kembalikan Momen Sakral Timnas Indonesia Sempat Diteriaki Booooo oleh Suporter #TimNasDay #timnas https://t.co/CtFC1rgKSB,3,Joy,0.32636338472366333
cochocpie,@SiaranBolaLive masih ga nyangka ko bisa ada INDONESIA di R3 WCQ2026 MENYALA INDONESIA KUUUU #TimnasDay,7,Anger,0.306427001953125
aksara_rembulan,Gw lihat live pertandingan Timnas Wanita Indo vs bahrain. Posturnya jomplang sekali ternyata.. Bagusan fisik dan skill pemain indo ternyata. Harusnya sih menang besar ini. Udah 2-0 sejauh ini di game ke 2 #TimnasDay,1,Joy,0.5803443193435669
halimahnlt,Kepala Staf Kepresidenan Dukung Konsorsium Anak Muda Kaltim Berkolaborasi Bangun IKN syifa anang lepas ngerusak towel filipina rumput ernando adrian thom haye verdonk king indo round 3 indonesia pusaka #TimNasDay https://t.co/TDtMhIREIf,4,Joy,0.5978733897209167
baeklighttt,#TimnasDay Terbang yang lebih Tinggi Garuda ku Terimakasih Timnas Terimakasih ya https://t.co/EnRSWFGTZp,0,Joy,0.3411669433116913
Drambollfc,Yeahh Garuda Terbang Tinggi #TimNasDay #Timnasindonesia #Garudamendunia #KitaGaruda #Drambollfc,0,Joy,0.2382742017507553
spntdisso,#TimNasDay Happy hari ini timnas kita MENAAANGGG️‍️‍️‍️‍️‍ https://t.co/Mpo6op0yp3,0,Love,0.27440667152404785
eibisidio,@sepatu_johnson mau min buat sekolah adek adekku pas SMP juga pake sepatu johnson #timnasday #sepatujohnson #johnsonindonesia,2,Neutral,0.26445716619491577
babumiki26,I was so impressed by Bang Jay tadi sempet kesorot kamera dia lagi ngajak temen2 timnas sama Filipina buat nutupin ernando + pemain Filipina yg lagi ditangani medis dari kamera media Nathan Hubner kalian geser dikit. Hari ini Bang Jay no 1 #TimNasDay,2,Neutral,0.5743226408958435
evelzef,GACOR PARAH #TimnasDay https://t.co/mfzroRwGJh,0,Anger,0.36409875750541687
amidunmaulana,Nyeleneh dan aneh memang penyelenggara kali ini. Efek pindah dari yg biasanya ke yang biasa goyangkah? #TimNasDay,0,Anger,0.25187137722969055
crm8l,gue dan temen temen gue nonton timnas menang di depan mata kita langsung!!!! GILAAK #TimNasDay,0,Sad,0.3800817131996155
KabarViralID_,Bangga! #timnasday #indonesia #indonesiavsfilipina #calvinverdonk #jayidzes #nathan #nathantjaoen #arhanpratama #shaynepattynama #sandywalsh https://t.co/rMCUM9Rzul,1,Joy,0.23961202800273895
amidunmaulana,Dilanjut menyapa dan bermyanyi kembali diarea La Grande Indonesia. #TimNasDay https://t.co/G2SpyMTkIF,4,Joy,0.34461233019828796
amidunmaulana,Para pemain pelatih dan staff berjalan kepinggir lapangan menyapa dan bernyanyi bersama di area ultras garuda yg diikuti semua suporter. Pahlawan harus tersingkir kepinggir oleh artis ibu kota . #TimNasDay https://t.co/j9xwAymAU2,0,Anger,0.2291877716779709
pisiiwayy,assist dari anak sholeh untuk anak sholeh️‍ #TimnasDay https://t.co/onzD2bM1ll,1,Love,0.36385661363601685
pulautoto88,Hasil Keluaran Angka Dili Midnight 12 Juni 2024 Result : 5277 Shio : Tikus Selamat Kepada Anda Yang Beruntung &amp; JP !! #PULAUTOTO #resultdilimidnight #TimnasDay,2,Joy,0.4864182770252228
Ilhamuhammaad,Just enjoy every moment toh mereka lolos ke RD3 juga baru pertama kali dan mereka pasti ngasih yang terbaik di setiap match nya jadi apapun hasilnya mereka pasti dapetin banyak ilmu dan hal lain buat mereka bawa kedepannya. #TimnasDay 🇮🇩 @TimnasIndonesia,2,Anger,0.2826852798461914
myshadowsidee,tidur nyenyak #TimnasDay,0,Sad,0.5128937363624573
HiraAmayu,BILANGIN WITAN KITA TEMBUS RONDE KETIGA #TimnasDay https://t.co/8f6jZ8QITb,0,Neutral,0.2414969950914383
IndonesiaD91522,@kaisar888ofc_ Cuma enak emak yg bisa menghentikan Judol dengan membakar suami masing 2 #TimNasDay,1,Joy,0.3684190511703491
PartyPolitica,Selamat untuk #TimNasDay Semangat untuk mas anang,3,Joy,0.9383686780929565
Japadd7,Prediksi Grup Ronde 3 Kualifikasi Piala Dunia Zona Asia. 1. Korsel 🇰🇷 2. Australia 🇦🇺 3. UEA 🇦🇪 4. Jordan 🇯🇴 5. Kirgistan 🇰🇬 6. Indonesia 🇮🇩 #TimNasDay #ThomHaye,4,Joy,0.3245762884616852
antiteorix,@SandyWalsh_ Makasih Sandy #Timnasday,0,Joy,0.8494107127189636
amidunmaulana,Anang &amp; friends diteriakin dan terpaksa harus menghentikan penampilannya dengan teriakan cemoohan dan rasa kecewa dari para suporter. #TimNasDay https://t.co/GEYNuGgYQt,3,Anger,0.221514031291008
Rohan_BW,Sakitnya sampe sini . . ___________ Syifa ernando ronde 3 verdonk towel arhan ngerusak Adrian anang #TimNasDay https://t.co/bDt1jgpBxd,3,Fear,0.648502767086029
cixichop,gini loh maksud ai #TimnasDay https://t.co/FKIrJ5hksH,1,Anger,0.22192691266536713
LiliAngelica6,Sebenernya apa sih yg sedang Israel cari? . . ______________ Syifa ernando ronde 3 verdonk towel arhan ngerusak Adrian anang #TimNasDay https://t.co/W2GIr8DoRb,3,Fear,0.3467108905315399
amidunmaulana,Saking kecewanya suporter ditengah anang &amp; friends tampil dengan lagu keduanya dg kompak suporter bergemuruh bernyanyi bersama membawakan lagu indonesia pusaka yg sudah sangat identik dibawakan disetiap akhir laga #TimNasDay https://t.co/6Ygv7cmYtB,3,Joy,0.46433812379837036
ulfabinada,Keliatan siapa yang paling nasionalis malam ini Anang supporter atau pemain #TimnasDay,3,Neutral,0.35680487751960754
Uzumaki_Niriti,Apresiasi buat @Indosiar yg tetap nayangin after match sampe lagu Tanah Airku dinyanyikan bersama tanpa jeda iklan. Mengobati penonton dirumah yg heran karena Anang &amp; Friends. Plis lah PSSI/panitia Jangan ada konser/karaoke after match. Lagu Nasional lebih greget. #TimNasDay,3,Anger,0.27501872181892395
TONJONKS,Beda kualitas streaming @vidio sama yg novisi+ @vidio jauh diatas. Momen perayaan pemain dan suporter juga full tanpa diputus iklan. #TimnasDay,1,Love,0.23032231628894806
barisantribun,Emang paling cool banget nih pemain . #TimNasDay #pialadunia2026 #IndonesiaJuara https://t.co/MpRxMZWsps,0,Joy,0.41285958886146545
rizki_reza24,Alhamdulillah #TimNasDay https://t.co/yblv6h9S53,0,Love,0.23900055885314941
IndonesiaD91522,Bersiap round 3. Skenario Team Eropa. Seknario Team campuran lokal - eropa. Ditunggu2 lawan seperti Korea Australia dan Jordan. Dendam mereka. #TimNasDay,0,Joy,0.2557462453842163
amidunmaulana,Di jeda babak kedua anang &amp; friends tampil membawa lagu indonesia pusaka. Waktu yg sangat tidak tepat dan bukan saatnya. #TimnasDay https://t.co/XtJKzDW90Z,3,Joy,0.44698938727378845
Mazayas22,Menyala bang Sandy #TimnasDay,0,Anger,0.2540310323238373
pcetryz,kita mah nyanyi nya Indonesia Pusaka #TimnasDay https://t.co/QpumAWDBMj,0,Neutral,0.28186023235321045
tsyailsm,tidur nyeyak malem ini🇮🇩 #TimNasDay,0,Joy,0.4402860105037689
nocontextsosmed,Filipina digempur pemain timnas Indonesia Anang digempur netizen Indonesia #TimNasDay https://t.co/07SRAkrEbi,3,Joy,0.8056691884994507
udiyoo,Pelan tapi pasti ranking king indo mulai menyusul nguyen #FIFArankings #TimNasDay #TomHaye #JayIdzes,2,Neutral,0.39385393261909485
Murtiutami12_,Terima kasih buat temen2 yg sudah berkabar selamat dan semangat yaa studinya. Semoga Allah mudahkan dan berkah. Berhubung ini @TimnasIndonesia lagi menang feel free buat ngobrolin lpdp batch 2 ya xixixi #TimnasDay #lpdp #DiriUntukNegeri https://t.co/jVJHUT1snX,1,Joy,0.9693146347999573
diayunayun,tidur nyenyak malem ini sambil senyum malem ini congrats king indo beserta team ️🇮🇩 #TimNasDay,0,Joy,0.6725910305976868
mattmedock,Cakep euy ini foto2nya @vivagoal_idn #TimnasDay,1,Neutral,0.5046821236610413
rubychulisie,Omaygosh prediksi ak bener 1 thom haye cetak gol #timnasday https://t.co/MYiBaNsEx6,4,Neutral,0.3283809423446655
parhansyarip,Alhamdulillah lanjut round 3 #garuda #TimNasDay,0,Love,0.26005104184150696
amidunmaulana,Penyelenggara yg membuat acara pda laga #TimNasDay kali ini sangat aneh dan nyeleneh.,1,Joy,0.26339179277420044
dinnoardiansyah,Kocak banget dapet jawaban dari Prama wkwkwk tapi serius nanya Anang and Friends tadi kenapa sih di GBK? #Anang #TimnasDay #SeriusNanya #Fun https://t.co/6ypIoflCuE,3,Neutral,0.33001548051834106
kawiyanto,Bang ToHa kalau bikin gol lagi jangan ulangi selebrasi yg membahayan ini ingat ini rumput GBK bukan rumput lapangan eropa. #TIMNASDAY https://t.co/OlIA9bK13O,0,Anger,0.2641049921512604
GisellaSat74987,Menang 2-0 dari Filipina Indonesia menjadi satu-satunya negara ASEAN yg lolos Putaran Ketiga Kualifikasi Piala Dunia 2026. #mesingg #mesingggacor #slotgacor #infoterupdate #infoterkini #timnasindonesia #timnasday #indonesia #pialadunia2026 https://t.co/J3MApGNiMh,2,Love,0.30304864048957825
kacamata_ta,Maeng nyanyi lagu Indonesia Pusaka sangatlah epic moment e. Seng ngide sekelompok wong nyanyi lagu konser sopo yo? video @iridocyclitys #KacamataTulungagung #Indonesia #Filipina #Anang #AnangHijau #AnangAshanty #Ashanty #IndonesiaPusaka #TimnasDay #Timnas #TimnasIndonesia https://t.co/CUvvfb7KEh,3,Joy,0.7461862564086914
hadimustova,Menatap piala asia 2027 menatap piala dunia 2026 bukan hal yang mustahil kini #timnas setara dengan negara top asia nunggu lawan king Indonesia round 3 #TimNasDay https://t.co/KWiccrmJWQ,2,Neutral,0.6714227199554443
igenemase,#TimNasDay Timnas Indonesia saat ini be like..... https://t.co/K43Y0m1PcZ,0,Anger,0.3207680284976959
tsyailsm,haye gemes bgt #TimNasDay https://t.co/K1DDYXn3uf,0,Joy,0.2340400069952011
pintoedotco,Timnas Indonesia lolos ke Ronde 3. Pemain naturalisasi asal Belanda yang lahir di Meulaboh Calvin Verdonk sempat mendapat peluang untuk mencetak gol. Gimana menurut kalian permainan perdana Calvin di Timnas Indonesia gaes? #TimnasDay #verdonk #Ernando https://t.co/IrsxQEWZtg,2,Joy,0.6923666596412659
peacemepls,Kali ini doa witan di mekah kenceng poll kedengeran sampe GBK alhamdulillah di ijabah Allah #TimNasDay,2,Sad,0.3669685125350952
iphahh,Satu yg mungkin tdk cukup disadari dari laga tadi: Lino lbh cair ketika ditandemkan dgn Yasa. STY emg kayaknya nunggu pemain 🇵🇭Filipina capek dlu baru nurunin Yasa. Tp mungkin kalau dia diturunkan sejak awal ngobrak-abriknya jg lbh awal ya. #TimnasDay,1,Neutral,0.31268152594566345
katapakrt62,Detik-detik Suami Istri diganggu Hantu Wanita di rumahnya. Yang takut jangan lihat! Part 1 #TimnasDay Verdonk Ernando Syifa Towel Ronde 3 Nathan Filipina https://t.co/FBlzYZTWzx,4,Sad,0.3388538062572479
Titipan_Mafia,Back to Back Piala Asia ‼️ Bung Towel semakin kejang kejang. Shin Tae Yong We Trust 🇮🇩 #TimnasDay #WCQ #AsianQualifiers https://t.co/dnrxE89rR9,2,Joy,0.41964903473854065
blairerie,woi manasi gua nunggu meme penguin #TimNasDay,1,Neutral,0.2410450279712677
yellowegg00000,@OPPOIndonesia timnas kualifikasi piala dunia #TimnasDay,7,Joy,0.2677747309207916
_Wwirayuda,@cingreborn CING JADI PEMAIN TIMNAS AMINNN #timnasday,2,Joy,0.41410794854164124
MAYT_Media,Saat thom haye gagal knee slide di Gbk #timnasday,4,Love,0.26923778653144836
sukanyepak_bola,Momen pemain Timnas menyapa #TimnasDay anang merusak ngerusak syifa towel ernando kiper gawang thom haye rizky ridho arhan rumput GBK https://t.co/8w1V0mIh0D,4,Anger,0.32514938712120056
netizenxxxxxx,Masih ada satu kesempatan lagi.. semangat garudaku #TimnasDay,1,Joy,0.8888744711875916
giegie613,Salah satu dari dua yg membagongkan dari kejadian di pertandingan malam ini. Gunanee opo ngono loh.. Kejadian yg membagongkan lainya msh dirahasiakan... #TimNasDay #3rdQualifyingWorldCup #BravoTimnas #WeProudTimnasIndonesia https://t.co/biRNH2jbwa,2,Love,0.2690329849720001
LAWUPCoffee,Kami berdiri denganmu Skuad Garuda! Pertunjukkan yg hebat &amp; kerja kerasmu membawa kita menuju Kemenangan! Selamat ! #TimNasDay #ronde3 #ngopi #KingIndo #fans #nobar #mabar #club #coffee #cafe #coffeeshop #kopi #pecintakopi #penikmatkopi #beans #roastery #rooftop #Viralvideo https://t.co/csZDPuFLDh,0,Joy,0.5394850969314575
Ngdoantran1901,@codcng @Saeyaangh Gak usah pikir panjang aku pasti lepas ANGKOT88 takutnya malah jadi beban. #TimnasDay,9,Fear,0.4490996301174164
amidunmaulana,Gol kedua #TimNasDay https://t.co/0HGy234x1W,0,Love,0.29869741201400757
agussprasetio,Yang ngundang anang nyanyi sapa sih ... #TimNasDay,3,Joy,0.2540230453014374
hadafir,Saksi sejarah. Terima kasih #TimnasDay https://t.co/A9t4LVPUVb,0,Joy,0.5059568285942078
rif_side,Betul. Monggo para influencer / centang biru juga bisa ikut mengedukasi soal ini. Perjalanan masih panjang. Jgn jumawa dan paling penting turunkan ekspektasi. Tingkatin lagi skill passing clean tackling dan tendangan free kick. Biar tidak ada lagi kejadian blunder. #TimNasDay,0,Anger,0.3562318682670593
soryuumaidennn,momen after match itu milik supporter sama pemain athem dan sebagainya bukan malah anang n friends ndlogok jaran tenan. #TimNasDay,3,Love,0.23694086074829102
Ganteng_1211,@Riweh_Banget Itu thom mau selebrasi cuma karena tu rumput masih keren gagal deh Oh ya btw itu rumput kelas apa ya? #TimNasDay,4,Anger,0.34482571482658386
BilalIbnRabbah,Berhubung tiketnya gaada yang mau gantiin terpaksa tetap nonton walaupun uang makan besok terancam #TimnasDay https://t.co/cz51j2Ghct,6,Anger,0.218696728348732
bae_sinja,Alhamdulillah #TimNasDay,1,Love,0.23900055885314941
Iqbaalkhatami,Kasian El Prof Thom Haye mau selebrasi knee slide tapi rumput GBK ga support #TimnasIndonesia #TimnasDay https://t.co/cbImmv5qNS,4,Neutral,0.3082290589809418
pritaadew,ini bagus banget pas di menit 90+ sebelum ada gebrakan mini konser mas anang #TimnasDay https://t.co/icWWdLDCPg,3,Love,0.26161688566207886
irhamgoes,Timnas Indonesia menjadi SATU-SATUNYA Wakil dari Asia Tenggara (ASEAN) yang lolos ke babak ketiga kualifikasi Piala Dunia 2026! Hal ini dipastikan setelah Thailand gagal lolos grup C setelah kalah H2H dari Tiongkok! KING OF ASEAN! 🇮🇩 #TimNasDay https://t.co/xUZqYXaKnD,1,Joy,0.7282534837722778
Ruangbicaracoid,Indonesia Menang 2-0 Atas Filipina di Kualifikasi Piala Dunia 2026 https://t.co/dyC8qUh8FT #TimnasDay,2,Anger,0.1976766735315323
yadi090375,Jangan seneng dulu Ronde 3 FIFA piala dunia 2026 masih belum lolos pasti diajang pentas pesta sepakbola akbar sejagat. Babak 3 itu 18 negara dibagi 3_grup mudah-mudahan indonesia bareng dgn jepang🇯🇵 korea selatan🇰🇷 china🇨🇳 UEA🇦🇪 dan negara-negara #TimNasDay https://t.co/sexy7WNglo,1,Neutral,0.5358405113220215
dearestddohae,Alhamdulillah seneng polllllll️#TimnasDay https://t.co/4Nsh5fl5q8,0,Joy,0.2784557640552521
bayu_bepe,Momen saat pemain Filipina terkapar di lapangan akibat benturan. Seluruh pemain yang dilapangan reflek berdiri memutari pemain tersebut. #respect #TimNasDay https://t.co/QIQnNsilct,0,Love,0.2230372130870819
shww_,Kemesraan ini janganlah cepat berlalu #TimNasDay,1,Neutral,0.44551390409469604
antiteorix,PSSI tolong orang2 ginian ga usah cukup nyanyian suporter aja udah seneng kok kita asal menang #TimNasDay,0,Anger,0.2323884516954422
agustinavika38,Terima kasih telah membuat sejarah baru terima kasih kerja keras kalian terima kasih hal yg mungkin tak mudah berubah jadi indah #TimnasDay https://t.co/N88SUZ5cGy,0,Joy,0.9596313834190369
putrafarmayk,Mau mulai bisnis tapi bingung apa ? coba di sini Mas Anang Kak Syifa Mas Adrian Mas Ernando rekomendasi banget pokoknya Biar bisa join Mitra Putra Farma Yogyakarta https://t.co/WiXTwCRcTR #TimnasDay https://t.co/l8Ky3Nse0a,3,Joy,0.2769438922405243
erwinwahy,Kapten kita nih bosss #TimNasDay,1,Joy,0.20868247747421265
bayu_bepe,Momen gol kedua Indonesia ke gawang Filipina yang dicetak Ridho Rhoma. Selebrasi siuuuu ala @Cristiano disambut seisi GBK #TimNasDay https://t.co/bmX1BZs4md,0,Anger,0.22420476377010345
saturneith,#TimnasDay sekarang aku tau perasaan kalian yang full senyum setelah pertandingan AFC U23 lawan Korsel. Ini kemenangan pertama sepanjang aku nonton pertandingan timnas. Pertandingan pertama yang kutonton adalah AFC U23 lawan Usbek! . Kalah. Nangis jugaㅡ,1,Anger,0.2488449215888977
gom_mine,Gemaskuuu hari ini mainnya kereeeen Semuanya timnasku keren banget mainnyaaaaaaaaaaaa Makasih yaaaa semuanyaaaa bikin se-Indonesia seneng berkat kalian SEMANGAAAAT TERUS GARUDAAAAA #TimNasDay,1,Joy,0.925251305103302
yoedidharma,Saatnya nyanyi lagunya Dewa-Kamulah satu satunya.... Satu-satunya wakil ASEAN #TimnasDay,0,Joy,0.4927034378051758
haloyaaaaaaaa,Remember his name Bang Jay! Attitude nya itu loh benar-benar bikin aku jatuh cinta #TimnasDay,1,Love,0.45354917645454407
jaegf0002, jangan sentuh aku mas #timnasday https://t.co/9TuIp10nU3,0,Neutral,0.5490039587020874
heyinr_,Kesel cokkk bagian ini ngerusak mood ahhh. Si Anang malah karaoke keluarga #TimNasDay Timnas https://t.co/C9BA9fgIVD,3,Anger,0.24480248987674713
antiteorix,Semoga bisa liat indo main di World Cup sebelum gue mati #TimNasDay,2,Anger,0.4018453359603882
ExpeditorRasa,Thom Haye solid performance Calvin Verdonk menolak adaptasi! menyalaaa timnasku! 🇮🇩🇮🇩🇮🇩 #TimnasDay,4,Anger,0.29782727360725403
alootaaaa,timnasku keren bgt rekk #TimNasDay God bless,4,Joy,0.5749367475509644
Viralinaja_,Sejarah baru Indonesia Lolos Ronde 3 Piala Dunia 2024 🇮🇩 #Timnasday Verdonk Thomhaye https://t.co/9GwQkQh8HQ,4,Neutral,0.27254608273506165
fiqryfauzian17_,Marselino @marcengggg belajar latihan buat tendangan free kick lagi yuk #TimnasDay,0,Anger,0.23697516322135925
Pututadhikoma19,@OPPOIndonesia Alhamdulillah Indonesia 2-0 Filipina malam ini di kualifikasi piala dunia 2026 kita menang malam ini semoga kita bisa perwakilan asia di worldcup saya doa kan untuk seluruh timnas bola amin #TimNasDay,0,Joy,0.6854461431503296
ayinsshit, AI LAFYU RIZKI RIDHOO sederhana tapi Rizky Billar cemburu cr on vid #rizkybillar #ridho #lesti #timnasday https://t.co/N6kN2XjEnF,9,Joy,0.421284019947052
gomsemariya,GAK SIA SIA GUE NANGIS DI GBK GEGARA GAK TEGA SAMA NANDO. EMANG THE POWER OF AIRMATA ANAK YATIM TUH MAKSIMAL BANGET DAH #TimNasDay,4,Joy,0.4669317901134491
Astorgirl_,Lagian aneh banget deh Mas Anang Harusnya moment bagus begini nyanyiin lagu nasional lah ini malah karaokean bareng temen Asikk sihhh.. . . Asik sendiri maksudnya #TimNasDay,3,Joy,0.40581318736076355
